job_id,job_title,company_name,location,tools_preferred,tools_count,tool_mlflow,tool_langchain,tool_fastapi,tool_kdbplus,tool_bigquery,tool_tensorflow,tool_pytorch,tool_scikit-learn
478,Data Analyst,"Stevens, Ball and Tyler","Dennischester, BH","TensorFlow, BigQuery, LangChain",3,0,1,0,0,1,1,0,0
479,Quant Researcher,"Hunt, Scott and Schneider","Jessicaside, CH","KDB+, MLflow",2,1,0,0,1,0,0,0,0
480,AI Product Manager,"Wright, Diaz and Rosario","East Bernardfurt, CY","MLflow, PyTorch",2,1,0,0,0,0,0,1,0
481,AI Researcher,"Dean, Reid and Johnson","Santostown, TL","Scikit-learn, KDB+",2,0,0,0,1,0,0,0,1
482,Quant Researcher,"Rose, Simon and Cruz","Haasview, PY",KDB+,1,0,0,0,1,0,0,0,0
483,Quant Researcher,Russo Inc,"Munozside, MA",Scikit-learn,1,0,0,0,0,0,0,0,1
484,Data Analyst,"Short, Hodge and Castillo","Lake Jasonville, LV","MLflow, PyTorch",2,1,0,0,0,0,0,1,0
485,AI Product Manager,Bauer Group,"South Jaredview, PW","LangChain, Scikit-learn, FastAPI",3,0,1,1,0,0,0,0,1
486,Computer Vision Engineer,Petty PLC,"Castrobury, ES","MLflow, BigQuery, Scikit-learn",3,1,0,0,0,1,0,0,1
487,Data Scientist,Stuart and Sons,"Lake Randychester, TR","PyTorch, BigQuery",2,0,0,0,0,1,0,1,0
488,AI Product Manager,"Barker, Monroe and Ortega","Robertsonfort, MU","Scikit-learn, TensorFlow, BigQuery",3,0,0,0,0,1,1,0,1
489,AI Product Manager,Chambers-Santiago,"Halefurt, JO","LangChain, BigQuery",2,0,1,0,0,1,0,0,0
490,Quant Researcher,Nolan-Brown,"Karenville, GA",Scikit-learn,1,0,0,0,0,0,0,0,1
491,Data Scientist,"Cox, Fitzgerald and Wong","Davidtown, ID","PyTorch, LangChain",2,0,1,0,0,0,0,1,0
492,Data Analyst,Zhang-Williams,"East Henryfort, CA","LangChain, TensorFlow",2,0,1,0,0,0,1,0,0
493,Data Scientist,Henry-Grimes,"Port Biancachester, DE","TensorFlow, Scikit-learn, FastAPI",3,0,0,1,0,0,1,0,1
494,AI Researcher,"Garcia, Lowery and Alexander","East Kennethfurt, MT","Scikit-learn, LangChain",2,0,1,0,0,0,0,0,1
495,Quant Researcher,Turner PLC,"East Sandrabury, TL","PyTorch, KDB+",2,0,0,0,1,0,0,1,0
496,AI Product Manager,Davis LLC,"Sarahburgh, VA",KDB+,1,0,0,0,1,0,0,0,0
497,Data Scientist,Foster-Stephens,"Robinsonport, IQ","KDB+, PyTorch, FastAPI",3,0,0,1,1,0,0,1,0
498,AI Product Manager,"Ho, Scott and Martinez","Lyonsland, MK",LangChain,1,0,1,0,0,0,0,0,0
499,Computer Vision Engineer,Green PLC,"Gutierrezport, NO",LangChain,1,0,1,0,0,0,0,0,0
500,Computer Vision Engineer,Hudson Group,"New Shawnberg, SE","FastAPI, Scikit-learn, TensorFlow",3,0,0,1,0,0,1,0,1
501,AI Product Manager,"Pham, Mathews and Gray","South Crystalshire, FR",TensorFlow,1,0,0,0,0,0,1,0,0
502,Computer Vision Engineer,"Saunders, Howell and Martinez","West Wandaside, KE","KDB+, FastAPI, Scikit-learn",3,0,0,1,1,0,0,0,1
503,Computer Vision Engineer,King LLC,"Ruizton, CI","BigQuery, MLflow",2,1,0,0,0,1,0,0,0
504,NLP Engineer,Anthony Group,"Lisaborough, MG",PyTorch,1,0,0,0,0,0,0,1,0
505,AI Researcher,"Kim, Peterson and Schaefer","Ericksonport, NZ","PyTorch, MLflow, LangChain",3,1,1,0,0,0,0,1,0
506,NLP Engineer,Parrish-Small,"Perryland, MA","FastAPI, Scikit-learn, PyTorch",3,0,0,1,0,0,0,1,1
507,Data Scientist,"Shaw, Myers and Smith","Brookeport, TV",TensorFlow,1,0,0,0,0,0,1,0,0
508,ML Engineer,Smith-Huynh,"South Dawnfort, AE","TensorFlow, BigQuery",2,0,0,0,0,1,1,0,0
509,Data Scientist,Cardenas-Williams,"West Michael, PW","LangChain, TensorFlow, KDB+",3,0,1,0,1,0,1,0,0
510,Data Analyst,Davis Inc,"Taylorland, PL","TensorFlow, PyTorch, KDB+",3,0,0,0,1,0,1,1,0
511,Data Analyst,Davis-Hudson,"South Thomasview, BR",PyTorch,1,0,0,0,0,0,0,1,0
512,AI Researcher,"Mcdonald, Carey and Cruz","Kingburgh, ER","MLflow, Scikit-learn",2,1,0,0,0,0,0,0,1
513,AI Product Manager,Williams LLC,"Jeremytown, GQ","MLflow, KDB+",2,1,0,0,1,0,0,0,0
514,Quant Researcher,Cooper PLC,"Michaelbury, FM","BigQuery, Scikit-learn, PyTorch",3,0,0,0,0,1,0,1,1
515,Data Analyst,"Graham, Ramirez and Haas","East Tammy, SY","BigQuery, TensorFlow, FastAPI",3,0,0,1,0,1,1,0,0
516,NLP Engineer,"Lowe, Schmidt and Harris","Dannyborough, MA",TensorFlow,1,0,0,0,0,0,1,0,0
517,Computer Vision Engineer,"Kemp, Young and Stewart","Tracyborough, CZ","TensorFlow, PyTorch",2,0,0,0,0,0,1,1,0
518,Data Analyst,"Hodges, Allen and Washington","Davidside, JO",KDB+,1,0,0,0,1,0,0,0,0
519,Data Analyst,Blair PLC,"Hernandezshire, LU","FastAPI, PyTorch, BigQuery",3,0,0,1,0,1,0,1,0
520,AI Researcher,"Cruz, Patrick and King","Walshstad, KG","PyTorch, KDB+",2,0,0,0,1,0,0,1,0
521,ML Engineer,"Rivers, Jones and Cameron","Nelsonchester, NE","TensorFlow, LangChain",2,0,1,0,0,0,1,0,0
522,AI Product Manager,Lindsey-Chan,"Albertport, RW",TensorFlow,1,0,0,0,0,0,1,0,0
523,Data Analyst,Hess Inc,"East Kathrynchester, FJ","BigQuery, PyTorch, FastAPI",3,0,0,1,0,1,0,1,0
524,ML Engineer,Williams Ltd,"Lake Patrick, ST","Scikit-learn, PyTorch, LangChain",3,0,1,0,0,0,0,1,1
525,AI Product Manager,"Moore, Fields and Valdez","Marcusstad, GT","TensorFlow, KDB+, BigQuery",3,0,0,0,1,1,1,0,0
526,Data Scientist,Todd-Wright,"Port Thomas, IQ","FastAPI, KDB+",2,0,0,1,1,0,0,0,0
527,ML Engineer,Morrison and Sons,"Richardfurt, JM",TensorFlow,1,0,0,0,0,0,1,0,0
528,ML Engineer,"Barrett, Bennett and Stokes","New John, JP","LangChain, MLflow",2,1,1,0,0,0,0,0,0
529,NLP Engineer,"Jefferson, Orr and Gonzalez","Lake Matthewhaven, RO","KDB+, PyTorch",2,0,0,0,1,0,0,1,0
530,Data Analyst,"Davis, Chambers and Lee","Davidton, VN","Scikit-learn, BigQuery, MLflow",3,1,0,0,0,1,0,0,1
531,AI Product Manager,Guerra-Hall,"New Ronald, PA",FastAPI,1,0,0,1,0,0,0,0,0
532,AI Product Manager,Brooks Ltd,"West Elizabeth, DE","Scikit-learn, PyTorch",2,0,0,0,0,0,0,1,1
533,ML Engineer,"Nolan, Jones and Nelson","Hillfurt, BO","MLflow, FastAPI, Scikit-learn",3,1,0,1,0,0,0,0,1
534,Data Analyst,"Davidson, Walsh and Meyers","Susanfort, IQ","TensorFlow, FastAPI",2,0,0,1,0,0,1,0,0
535,NLP Engineer,Burgess-Barrera,"Leebury, SC",FastAPI,1,0,0,1,0,0,0,0,0
536,ML Engineer,Anderson LLC,"South Briannafort, MZ",MLflow,1,1,0,0,0,0,0,0,0
537,AI Researcher,"Cameron, Carter and Smith","Blakebury, CL","PyTorch, MLflow",2,1,0,0,0,0,0,1,0
538,AI Product Manager,Christensen LLC,"New Codystad, HU",MLflow,1,1,0,0,0,0,0,0,0
539,NLP Engineer,Clark-Dennis,"North Brianhaven, IT","BigQuery, PyTorch",2,0,0,0,0,1,0,1,0
540,AI Researcher,Obrien and Sons,"North Joannaberg, VC","Scikit-learn, MLflow, FastAPI",3,1,0,1,0,0,0,0,1
541,ML Engineer,Gomez PLC,"Stevenshire, BE",MLflow,1,1,0,0,0,0,0,0,0
542,ML Engineer,Rogers-Shaw,"Ginafurt, PW","KDB+, Scikit-learn, TensorFlow",3,0,0,0,1,0,1,0,1
543,NLP Engineer,Gardner-Murphy,"Phillipsmouth, BE","LangChain, FastAPI",2,0,1,1,0,0,0,0,0
544,Quant Researcher,"Brooks, Morales and Parker","South Chelseamouth, MR",LangChain,1,0,1,0,0,0,0,0,0
545,Data Analyst,"Harrison, Nelson and Butler","North Darren, PG","FastAPI, MLflow",2,1,0,1,0,0,0,0,0
546,ML Engineer,"Boyd, Manning and Smith","Walshmouth, EG",PyTorch,1,0,0,0,0,0,0,1,0
547,Data Scientist,Morgan Group,"East Robertbury, PS","FastAPI, PyTorch",2,0,0,1,0,0,0,1,0
548,Data Scientist,"Sutton, Rivera and Mcintyre","Port Briannaview, MM","LangChain, FastAPI",2,0,1,1,0,0,0,0,0
549,AI Product Manager,Lee Inc,"Bradshawport, TW","KDB+, MLflow",2,1,0,0,1,0,0,0,0
550,NLP Engineer,Clark-Stevens,"Port Isabellaport, BB",BigQuery,1,0,0,0,0,1,0,0,0
551,Computer Vision Engineer,Young LLC,"South Evan, ZM","Scikit-learn, FastAPI, LangChain",3,0,1,1,0,0,0,0,1
552,Data Scientist,Shaffer Inc,"West Adammouth, MZ",TensorFlow,1,0,0,0,0,0,1,0,0
553,NLP Engineer,"Powers, Lee and Graves","North Cindy, CZ","PyTorch, TensorFlow",2,0,0,0,0,0,1,1,0
554,ML Engineer,Williams-White,"Amyside, CH","MLflow, PyTorch, KDB+",3,1,0,0,1,0,0,1,0
555,Data Analyst,Smith-Green,"East Mariahberg, NL",FastAPI,1,0,0,1,0,0,0,0,0
556,AI Researcher,Miller and Sons,"North Michele, BZ","TensorFlow, FastAPI",2,0,0,1,0,0,1,0,0
557,Data Scientist,Thomas-Howell,"Matthewshire, HN","TensorFlow, KDB+",2,0,0,0,1,0,1,0,0
558,Quant Researcher,"Velez, Foley and Walker","Lake Joseph, SN","LangChain, BigQuery, FastAPI",3,0,1,1,0,1,0,0,0
559,ML Engineer,Mccoy Group,"North Tamara, SM","FastAPI, TensorFlow, LangChain",3,0,1,1,0,0,1,0,0
560,NLP Engineer,Hall Ltd,"Jamesview, HT","LangChain, BigQuery",2,0,1,0,0,1,0,0,0
561,AI Product Manager,Dixon-Sanchez,"Adamsshire, AZ","PyTorch, TensorFlow, KDB+",3,0,0,0,1,0,1,1,0
562,Data Scientist,Goodman and Sons,"Zacharyfurt, ST","MLflow, Scikit-learn, FastAPI",3,1,0,1,0,0,0,0,1
563,Quant Researcher,"Garcia, Moss and Mccormick","New Bettyborough, GR",TensorFlow,1,0,0,0,0,0,1,0,0
564,AI Researcher,Mccullough-Fields,"Georgeview, LB","BigQuery, MLflow",2,1,0,0,0,1,0,0,0
565,AI Researcher,"Green, Stewart and Nelson","Carmenbury, TV","LangChain, TensorFlow, BigQuery",3,0,1,0,0,1,1,0,0
566,Computer Vision Engineer,Montgomery and Sons,"New Josemouth, KE","BigQuery, FastAPI",2,0,0,1,0,1,0,0,0
567,Data Analyst,Fuentes LLC,"Lake Christophershire, UZ","LangChain, PyTorch, MLflow",3,1,1,0,0,0,0,1,0
568,Data Analyst,Farmer-Higgins,"East Cindy, IL","FastAPI, KDB+, BigQuery",3,0,0,1,1,1,0,0,0
569,NLP Engineer,Lyons-Dunlap,"Jamesshire, BN","Scikit-learn, TensorFlow, PyTorch",3,0,0,0,0,0,1,1,1
570,ML Engineer,"Moore, Whitney and Davis","East Jamie, BO","Scikit-learn, PyTorch, FastAPI",3,0,0,1,0,0,0,1,1
571,NLP Engineer,Glass and Sons,"Jenniferfurt, RO","MLflow, BigQuery",2,1,0,0,0,1,0,0,0
572,Quant Researcher,Gaines Ltd,"Jacquelineville, GE","TensorFlow, LangChain, Scikit-learn",3,0,1,0,0,0,1,0,1
573,AI Product Manager,Garcia-Cannon,"Port Shannon, TV","KDB+, BigQuery",2,0,0,0,1,1,0,0,0
574,Data Analyst,"Robbins, Luna and Wiggins","Tonyburgh, BO",MLflow,1,1,0,0,0,0,0,0,0
575,Data Analyst,Green-Poole,"Lake Timothyville, LB","FastAPI, BigQuery, MLflow",3,1,0,1,0,1,0,0,0
576,Quant Researcher,Shaw-Bell,"Rodriguezfort, NZ","PyTorch, LangChain, KDB+",3,0,1,0,1,0,0,1,0
577,NLP Engineer,"Mason, Gonzalez and Miller","Garciamouth, DE","KDB+, Scikit-learn",2,0,0,0,1,0,0,0,1
578,AI Researcher,Carroll-Carroll,"Lake Andrewbury, ZA",TensorFlow,1,0,0,0,0,0,1,0,0
579,ML Engineer,"Fisher, Davis and Kelly","North Kevin, VA","LangChain, BigQuery",2,0,1,0,0,1,0,0,0
580,Quant Researcher,Hughes Ltd,"East Lisa, GY","MLflow, LangChain, BigQuery",3,1,1,0,0,1,0,0,0
581,Data Analyst,Mcneil Ltd,"Brandonshire, MU",LangChain,1,0,1,0,0,0,0,0,0
582,ML Engineer,"Clark, Garcia and Smith","East Laurenland, UA","FastAPI, Scikit-learn, PyTorch",3,0,0,1,0,0,0,1,1
583,AI Researcher,Robinson-Murphy,"East Raymond, NR","Scikit-learn, FastAPI, TensorFlow",3,0,0,1,0,0,1,0,1
584,Data Analyst,"Jenkins, Shelton and Galloway","Port Jenniferhaven, DM",MLflow,1,1,0,0,0,0,0,0,0
585,Quant Researcher,"Oconnor, Montgomery and Figueroa","Lake Elizabeth, BA",MLflow,1,1,0,0,0,0,0,0,0
586,AI Researcher,Lin-Robinson,"Jamesmouth, TO","LangChain, Scikit-learn, MLflow",3,1,1,0,0,0,0,0,1
587,ML Engineer,"Thompson, Mosley and Mitchell","Lake April, UA",PyTorch,1,0,0,0,0,0,0,1,0
588,NLP Engineer,Austin-Burke,"South Christophermouth, PW","PyTorch, BigQuery",2,0,0,0,0,1,0,1,0
589,NLP Engineer,Smith-Webster,"West Karen, DK","TensorFlow, KDB+, MLflow",3,1,0,0,1,0,1,0,0
590,Data Scientist,Bennett and Sons,"Burnetttown, KE",BigQuery,1,0,0,0,0,1,0,0,0
591,Data Scientist,Hess-Hobbs,"Jacquelineview, MN","Scikit-learn, KDB+, MLflow",3,1,0,0,1,0,0,0,1
592,NLP Engineer,Scott-Garcia,"Raymondville, SR","FastAPI, TensorFlow, MLflow",3,1,0,1,0,0,1,0,0
593,Quant Researcher,Scott Ltd,"Lake Colleenmouth, NA","TensorFlow, FastAPI, Scikit-learn",3,0,0,1,0,0,1,0,1
594,Computer Vision Engineer,"Wheeler, Thompson and Rivera","Jacobland, BR","LangChain, KDB+, BigQuery",3,0,1,0,1,1,0,0,0
595,ML Engineer,Collins LLC,"Ryanfort, SB","PyTorch, LangChain",2,0,1,0,0,0,0,1,0
596,NLP Engineer,"Decker, Wilson and Daniel","North Elizabeth, VU","Scikit-learn, BigQuery, MLflow",3,1,0,0,0,1,0,0,1
597,ML Engineer,Erickson-Hill,"Aaronview, AZ",KDB+,1,0,0,0,1,0,0,0,0
598,Data Analyst,"Harrison, Miller and Vasquez","East Laceyville, FI","LangChain, Scikit-learn, FastAPI",3,0,1,1,0,0,0,0,1
599,AI Researcher,Avery-Randall,"Thomasborough, SR",BigQuery,1,0,0,0,0,1,0,0,0
600,Computer Vision Engineer,Gonzalez LLC,"Lake Kaylaport, VU","MLflow, LangChain, KDB+",3,1,1,0,1,0,0,0,0
601,AI Researcher,Rodriguez LLC,"Lake Jamesberg, JM","KDB+, BigQuery",2,0,0,0,1,1,0,0,0
602,AI Researcher,Diaz PLC,"Harrismouth, TR","Scikit-learn, MLflow",2,1,0,0,0,0,0,0,1
603,NLP Engineer,Perez-Herman,"Michaelside, NA","FastAPI, KDB+",2,0,0,1,1,0,0,0,0
604,AI Researcher,Reese Inc,"Webbmouth, NA","BigQuery, LangChain",2,0,1,0,0,1,0,0,0
605,AI Product Manager,Yang-Ross,"Andrewschester, IQ","KDB+, TensorFlow, Scikit-learn",3,0,0,0,1,0,1,0,1
606,ML Engineer,"Arnold, Burns and Garcia","Deniseport, NE","PyTorch, BigQuery, Scikit-learn",3,0,0,0,0,1,0,1,1
607,NLP Engineer,Blankenship-Ferguson,"Aarontown, TO","FastAPI, BigQuery",2,0,0,1,0,1,0,0,0
608,Quant Researcher,"Acosta, Roy and Gutierrez","East Erica, GY","FastAPI, Scikit-learn, LangChain",3,0,1,1,0,0,0,0,1
609,ML Engineer,"Barton, Guzman and Jones","East Eric, FI","LangChain, PyTorch",2,0,1,0,0,0,0,1,0
610,Data Scientist,Miller-Schultz,"Beckerburgh, GA",TensorFlow,1,0,0,0,0,0,1,0,0
611,ML Engineer,Hendricks Group,"West Julie, MX","BigQuery, PyTorch",2,0,0,0,0,1,0,1,0
612,Data Analyst,"Burke, Paul and Conner","New Jerome, BA",LangChain,1,0,1,0,0,0,0,0,0
613,Data Analyst,Glenn-Rodriguez,"Maryton, TH","Scikit-learn, MLflow",2,1,0,0,0,0,0,0,1
614,Computer Vision Engineer,Schaefer-Anderson,"New Natalieview, SE","FastAPI, Scikit-learn, PyTorch",3,0,0,1,0,0,0,1,1
615,Computer Vision Engineer,"Harris, Hopkins and Miranda","Brooksmouth, TR","PyTorch, Scikit-learn, TensorFlow",3,0,0,0,0,0,1,1,1
616,AI Product Manager,Reyes LLC,"West Lynnbury, BB",LangChain,1,0,1,0,0,0,0,0,0
617,Computer Vision Engineer,"Smith, Adkins and Peterson","South Gregory, BO","KDB+, FastAPI",2,0,0,1,1,0,0,0,0
618,Data Analyst,Guerra and Sons,"North Timothy, SC","MLflow, PyTorch, LangChain",3,1,1,0,0,0,0,1,0
619,AI Product Manager,Smith Inc,"Bryanttown, ET","PyTorch, FastAPI",2,0,0,1,0,0,0,1,0
620,Data Scientist,Rodriguez-Mcgrath,"Bonnieview, SN","KDB+, FastAPI",2,0,0,1,1,0,0,0,0
621,ML Engineer,"Mullen, Chaney and Morris","Simmonston, HT","LangChain, KDB+",2,0,1,0,1,0,0,0,0
622,Quant Researcher,"Walker, Welch and Alexander","South Alyssaview, DK","Scikit-learn, LangChain, TensorFlow",3,0,1,0,0,0,1,0,1
623,ML Engineer,Cochran Ltd,"Robinsonland, BR",FastAPI,1,0,0,1,0,0,0,0,0
624,NLP Engineer,Wells PLC,"Kevinfurt, FM","MLflow, LangChain, KDB+",3,1,1,0,1,0,0,0,0
625,Data Scientist,Knight PLC,"Woodberg, PL","Scikit-learn, BigQuery",2,0,0,0,0,1,0,0,1
626,Data Analyst,Rivers-Bautista,"Port Austinport, AT","Scikit-learn, BigQuery",2,0,0,0,0,1,0,0,1
627,Data Analyst,"Cabrera, Schultz and Walker","Jessicaland, MX","TensorFlow, LangChain, MLflow",3,1,1,0,0,0,1,0,0
628,ML Engineer,"Morgan, Novak and Sullivan","North Ashley, KI","BigQuery, MLflow",2,1,0,0,0,1,0,0,0
629,AI Product Manager,"Hall, Oconnell and Wilson","Careyland, MN",Scikit-learn,1,0,0,0,0,0,0,0,1
630,Data Analyst,Harris Ltd,"South Keith, UY","MLflow, Scikit-learn",2,1,0,0,0,0,0,0,1
631,Quant Researcher,Barajas-Wilson,"West Christopher, AR","KDB+, LangChain, Scikit-learn",3,0,1,0,1,0,0,0,1
632,Quant Researcher,Olsen and Sons,"Michelleview, AE","MLflow, PyTorch, Scikit-learn",3,1,0,0,0,0,0,1,1
633,Data Scientist,Adams-Bautista,"South Maryshire, DO",Scikit-learn,1,0,0,0,0,0,0,0,1
634,ML Engineer,Montgomery-Bell,"Carpenterfurt, MV","FastAPI, MLflow, LangChain",3,1,1,1,0,0,0,0,0
635,Quant Researcher,Case PLC,"Millerborough, MH","LangChain, KDB+, Scikit-learn",3,0,1,0,1,0,0,0,1
636,Data Analyst,Fisher LLC,"Jacquelineburgh, ME",TensorFlow,1,0,0,0,0,0,1,0,0
637,Data Analyst,Morgan Group,"South Jameshaven, TT","PyTorch, TensorFlow, Scikit-learn",3,0,0,0,0,0,1,1,1
638,AI Product Manager,Weiss Inc,"North John, IE","TensorFlow, FastAPI, LangChain",3,0,1,1,0,0,1,0,0
639,NLP Engineer,"Mendoza, Bishop and Wade","South Omarshire, DO","MLflow, TensorFlow",2,1,0,0,0,0,1,0,0
640,NLP Engineer,Stephenson and Sons,"Thomasshire, TT",MLflow,1,1,0,0,0,0,0,0,0
641,AI Researcher,Hernandez-Robles,"Craigside, JM","BigQuery, LangChain",2,0,1,0,0,1,0,0,0
642,ML Engineer,"Carter, Gordon and Hurst","South Cynthia, GB","FastAPI, KDB+, TensorFlow",3,0,0,1,1,0,1,0,0
643,NLP Engineer,Thomas and Sons,"Garzashire, BT",MLflow,1,1,0,0,0,0,0,0,0
644,AI Researcher,Love LLC,"North Dianaland, GR",KDB+,1,0,0,0,1,0,0,0,0
645,ML Engineer,Ingram-Long,"Johnstad, MK","FastAPI, BigQuery, PyTorch",3,0,0,1,0,1,0,1,0
646,AI Researcher,"Zavala, Jones and Williams","Hallport, BE",PyTorch,1,0,0,0,0,0,0,1,0
647,ML Engineer,"Leon, May and Wilson","Jessicamouth, MY","PyTorch, LangChain, KDB+",3,0,1,0,1,0,0,1,0
648,Quant Researcher,Norton-Flores,"Sanchezfurt, TJ","Scikit-learn, BigQuery, PyTorch",3,0,0,0,0,1,0,1,1
649,Data Scientist,"Brown, Ross and Wright","Jillfort, JM",TensorFlow,1,0,0,0,0,0,1,0,0
650,Quant Researcher,"Townsend, Jenkins and Johnson","West Joshuabury, KN","BigQuery, Scikit-learn, FastAPI",3,0,0,1,0,1,0,0,1
651,NLP Engineer,"Riddle, Hicks and Thompson","Lake Melissafort, DJ",Scikit-learn,1,0,0,0,0,0,0,0,1
652,AI Product Manager,"Herrera, Moore and Braun","North Kyleborough, BB","BigQuery, TensorFlow, FastAPI",3,0,0,1,0,1,1,0,0
653,AI Product Manager,Jones LLC,"Mariabury, GQ",FastAPI,1,0,0,1,0,0,0,0,0
654,ML Engineer,Jones-Ortiz,"West Michaelview, MN","LangChain, Scikit-learn, PyTorch",3,0,1,0,0,0,0,1,1
655,Computer Vision Engineer,Howe-Gallagher,"Gilbertbury, DE",PyTorch,1,0,0,0,0,0,0,1,0
656,Quant Researcher,Ellis-Bailey,"New Kristenburgh, VN",BigQuery,1,0,0,0,0,1,0,0,0
657,NLP Engineer,Robinson Group,"South Daniel, OM","KDB+, BigQuery, FastAPI",3,0,0,1,1,1,0,0,0
658,NLP Engineer,Goodwin-Ramirez,"New Vanessa, JO",BigQuery,1,0,0,0,0,1,0,0,0
659,Quant Researcher,Bennett-Jackson,"Whitemouth, ZM","LangChain, MLflow, KDB+",3,1,1,0,1,0,0,0,0
660,AI Product Manager,Bean-Chavez,"Jordanside, KR","TensorFlow, LangChain",2,0,1,0,0,0,1,0,0
661,ML Engineer,"Goodwin, Harrison and Lopez","Davidtown, AM",BigQuery,1,0,0,0,0,1,0,0,0
662,ML Engineer,Gardner-Li,"Dustinberg, UZ","FastAPI, LangChain",2,0,1,1,0,0,0,0,0
663,Computer Vision Engineer,Robinson-Hill,"Lake Melissahaven, TM",KDB+,1,0,0,0,1,0,0,0,0
664,AI Researcher,Moore Inc,"Aimeestad, KM",FastAPI,1,0,0,1,0,0,0,0,0
665,AI Researcher,"Fisher, Miller and Duarte","West Cassie, MD",TensorFlow,1,0,0,0,0,0,1,0,0
666,NLP Engineer,"Clayton, Pratt and Stone","Stephanieside, AF",BigQuery,1,0,0,0,0,1,0,0,0
667,Data Scientist,"Jones, Spencer and Bowers","Mooreside, GB",Scikit-learn,1,0,0,0,0,0,0,0,1
668,NLP Engineer,Lyons Inc,"Wangside, UZ","BigQuery, KDB+",2,0,0,0,1,1,0,0,0
669,Data Analyst,Robinson PLC,"West Brittanyland, MW","PyTorch, BigQuery",2,0,0,0,0,1,0,1,0
670,ML Engineer,"Lopez, Davis and Greene","Johnsonland, SM","KDB+, LangChain, PyTorch",3,0,1,0,1,0,0,1,0
671,Data Scientist,"Williams, Romero and Goodwin","Gregorybury, MM","PyTorch, Scikit-learn, KDB+",3,0,0,0,1,0,0,1,1
672,Computer Vision Engineer,Martinez LLC,"Timothytown, KZ","TensorFlow, FastAPI",2,0,0,1,0,0,1,0,0
673,Quant Researcher,Lopez-Hughes,"Kentville, BT","LangChain, PyTorch, BigQuery",3,0,1,0,0,1,0,1,0
674,NLP Engineer,"Palmer, Moody and Wallace","South Amanda, BE","PyTorch, MLflow, KDB+",3,1,0,0,1,0,0,1,0
675,Computer Vision Engineer,Lawrence PLC,"Saraview, BR","FastAPI, PyTorch, MLflow",3,1,0,1,0,0,0,1,0
676,NLP Engineer,Harrison-Stevenson,"Barberfurt, AD","MLflow, BigQuery",2,1,0,0,0,1,0,0,0
677,ML Engineer,Webb-Garcia,"Andreaton, RO",LangChain,1,0,1,0,0,0,0,0,0
678,Data Scientist,Williams-Leonard,"Samuelside, BI",KDB+,1,0,0,0,1,0,0,0,0
679,AI Researcher,Fox Group,"West Madisonchester, NP","BigQuery, MLflow",2,1,0,0,0,1,0,0,0
680,AI Product Manager,"Taylor, Ruiz and Hernandez","East Davidbury, SK","Scikit-learn, LangChain, TensorFlow",3,0,1,0,0,0,1,0,1
681,Computer Vision Engineer,"Taylor, Thompson and Good","South Patriciaport, RS",PyTorch,1,0,0,0,0,0,0,1,0
682,AI Researcher,"Wheeler, Hall and Gonzalez","New Devinview, AG",LangChain,1,0,1,0,0,0,0,0,0
683,AI Product Manager,"Bell, Jones and Munoz","Angelastad, DE",FastAPI,1,0,0,1,0,0,0,0,0
684,Computer Vision Engineer,"Moyer, Nelson and Johnston","Jordanport, NG",KDB+,1,0,0,0,1,0,0,0,0
685,Quant Researcher,"Shepard, Anderson and Robinson","Lake Stacey, SE","TensorFlow, LangChain, PyTorch",3,0,1,0,0,0,1,1,0
686,AI Researcher,Smith and Sons,"Collinsland, MA",MLflow,1,1,0,0,0,0,0,0,0
687,Quant Researcher,"Mathews, Chavez and Scott","Hamiltonport, WS",LangChain,1,0,1,0,0,0,0,0,0
688,AI Researcher,Wiley LLC,"West Manuel, RW",LangChain,1,0,1,0,0,0,0,0,0
689,Data Analyst,"Lawrence, Smith and Powell","North Jessicamouth, BT",BigQuery,1,0,0,0,0,1,0,0,0
690,NLP Engineer,"Allen, Harvey and Jordan","Montoyabury, AR",TensorFlow,1,0,0,0,0,0,1,0,0
691,AI Product Manager,Shaw-Knapp,"North Williamside, FJ","FastAPI, LangChain, KDB+",3,0,1,1,1,0,0,0,0
692,Computer Vision Engineer,Phillips Ltd,"North Davidshire, WS","TensorFlow, PyTorch",2,0,0,0,0,0,1,1,0
693,Computer Vision Engineer,Lang-Hill,"Stephanieville, DE","TensorFlow, BigQuery, FastAPI",3,0,0,1,0,1,1,0,0
694,Computer Vision Engineer,Hernandez LLC,"Danielberg, DZ","Scikit-learn, BigQuery",2,0,0,0,0,1,0,0,1
695,NLP Engineer,"Bradford, Ryan and Edwards","Port Austinfort, SZ","LangChain, Scikit-learn, KDB+",3,0,1,0,1,0,0,0,1
696,Data Analyst,Lang PLC,"Jaredberg, LT",FastAPI,1,0,0,1,0,0,0,0,0
697,Data Analyst,Rivas Inc,"West Rick, CY",BigQuery,1,0,0,0,0,1,0,0,0
698,NLP Engineer,Spencer-Watson,"Wilsonfurt, VU",FastAPI,1,0,0,1,0,0,0,0,0
699,AI Product Manager,"Ward, Morton and Taylor","Lisaview, GM","KDB+, MLflow, Scikit-learn",3,1,0,0,1,0,0,0,1
700,Quant Researcher,"Deleon, Waters and Perez","Lake Michael, AU",PyTorch,1,0,0,0,0,0,0,1,0
701,Quant Researcher,"Thomas, Park and Smith","North Shaneland, LB","TensorFlow, MLflow, KDB+",3,1,0,0,1,0,1,0,0
